# Rate a, "Throughput: book_a"
1.0, 0.9999999304186586
2.0, 1.9999263326214487
3.0, 2.9938420677599074
4.0, 3.8993059357175737
5.0, 4.474677696112674
6.0, 4.6875547254138015
7.0, 4.7433757067053595
8.0, 4.7569666060293265
9.0, 4.760459012316858
10.0, 4.761440326814792
