t,value
1500270743,0
1500270753,0
1500270763,0
1500270773,0
1500270782,0
1500270792,0
1500270802,0
1500270812,0
1500270822,0
1500270832,0
1500270842,0
1500270852,0
1500270862,0
1500270872,11
1500270882,11
1500270892,11
1500270902,11
1500270912,11
1500270921,11
1500270931,11
1500270941,11
1500270951,11
1500270961,11
1500270971,11
1500270981,11
1500270991,11
1500271001,11
1500271011,11
1500271021,11
1500271031,11
1500271041,11
1500271051,11
1500271060,11
1500271070,11
1500271080,11
1500271090,11
1500271100,11
1500271110,11
1500271120,11
1500271130,11
1500271140,11
1500271150,11
1500271160,11
1500271170,11
1500271180,11
1500271190,11
1500271199,11
1500271209,11
1500271219,11
1500271229,11
1500271239,11
1500271249,11
1500271259,11
1500271269,11
1500271279,11
1500271289,11
1500271299,11
1500271309,11
1500271319,11
1500271329,11
1500271338,11
1500271348,11
1500271358,11
1500271368,11
1500271378,11
1500271388,11
1500271398,11
1500271408,11
1500271418,11
1500271428,11
1500271438,11
1500271448,11
1500271458,11
1500271468,11
1500271477,11
1500271487,11
1500271497,11
1500271507,11
1500271517,11
1500271527,11
1500271537,11
1500271547,11
1500271557,11
1500271567,11
1500271577,11
1500271587,11
1500271596,11
1500271606,11
1500271616,11
1500271626,11
1500271636,11
1500271646,11
1500271656,11
1500271666,11
1500271676,11
1500271686,11
1500271696,11
1500271706,11
1500271715,11
1500271725,11
1500271735,11
1500271745,11
1500271755,11
1500271765,11
1500271775,11
1500271785,11
1500271795,11
1500271805,11
1500271815,11
1500271825,11
1500271834,11
1500271844,11
1500271854,11
1500271864,11
1500271874,11
1500271884,11
1500271894,11
1500271904,11
1500271914,11
1500271924,11
1500271934,11
1500271943,11
1500271953,11
1500271963,11
1500271973,11
1500271983,11
1500271993,11
1500272003,11
1500272013,11
1500272023,11
1500272033,11
1500272043,11
1500272053,11
1500272062,11
1500272072,11
1500272082,11
1500272092,11
1500272102,11
1500272112,11
1500272122,11
1500272132,11
1500272142,11
1500272152,11
1500272162,11
1500272171,11
1500272181,11
1500272191,11
1500272201,11
1500272211,11
1500272221,11
1500272231,11
1500272241,11
1500272251,11
1500272261,11
1500272271,11
1500272281,11
1500272290,11
1500272300,11
1500272310,11
1500272320,11
1500272330,11
1500272340,11
1500272350,11
