# Rate a_1, "Throughput: arrive_2"
1.0, 0.999999279103855
2.0, 0.9998993791046825
3.0, 0.9970849490852606
4.0, 0.9747829792933616
5.0, 0.9069767461354674
6.0, 0.8061574137840098
7.0, 0.7065208829603995
8.0, 0.6226539456924087
9.0, 0.5547858424312172
10.0, 0.4997251908453231
