# Rate a_1, "Throughput: arrive_2"
1.0, 0.9987707437000615
2.0, 0.9902597402597401
3.0, 0.9605163249810172
4.0, 0.9029850746268655
5.0, 0.8260985708561506
6.0, 0.7440476190476193
7.0, 0.6668875184751032
8.0, 0.5988495404588983
9.0, 0.5405470830307431
10.0, 0.49105425163524424
