# Rate a_1, "Throughput: arrive_1"
1.0, 0.9987707437000615
2.0, 1.9805194805194801
3.0, 2.8815489749430516
4.0, 3.611940298507462
5.0, 4.130492854280753
6.0, 4.464285714285715
7.0, 4.668212629325723
8.0, 4.790796323671186
9.0, 4.864923747276688
10.0, 4.910542516352443
