# Rate a_1, "Throughput: arrive_1"
1.0, 0.9999999999999916
2.0, 1.9999999999511848
3.0, 2.9999999802087896
4.0, 3.9999980926504572
5.0, 4.999926875227062
6.0, 5.99856293654079
7.0, 6.983708839501314
8.0, 7.890788909166605
9.0, 8.57142857142857
10.0, 8.948869183560394
