# Rate a, "Throughput: worker_a"
10.0, 9.812667261373775
30.0, 27.291812456263127
50.0, 41.09589041095889
70.0, 51.53746210480729
90.0, 59.35439083651507
110.0, 65.2358090934764
130.0, 69.71321986477031
150.0, 73.17073170731706
170.0, 75.88031079517273
190.0, 78.03427276589719
210.0, 79.76963607401058
