# Rate a, "Throughput: book_d"
1.0, 0.9999999965608951
2.0, 0.9999998506776774
3.0, 0.9999962781957821
4.0, 0.9999466638480785
5.0, 0.9995406294802275
6.0, 0.9974004269748001
7.0, 0.989673348824544
8.0, 0.969980035061553
9.0, 0.933688853564244
10.0, 0.8830638968045199
