# Rate a, "Throughput: queue_c"
1.0, 0.9999999965608966
2.0, 0.9999998506776797
3.0, 0.999996278195782
4.0, 0.9999466638480804
5.0, 0.9995406294802244
6.0, 0.9974004269748004
7.0, 0.9896733488245459
8.0, 0.9699800350615505
9.0, 0.9336888535642438
10.0, 0.8830638968045103
