# Rate a, "Throughput: book_a"
1.0, 0.9999999965608951
2.0, 1.9999997013553548
3.0, 2.999988834587328
4.0, 3.999786655392314
5.0, 4.9977031474011495
6.0, 5.984402561848769
7.0, 6.927713441771816
8.0, 7.759840280492424
9.0, 8.4031996820782
10.0, 8.830638968045147
