t,value
1500278176,0
1500278186,2
1500278196,2
1500278206,2
1500278216,2
1500278225,2
1500278235,2
1500278245,3
1500278255,3
1500278265,3
1500278275,3
1500278285,3
1500278295,3
1500278305,3
1500278314,3
1500278324,3
1500278334,3
1500278344,3
1500278354,3
1500278364,3
1500278374,3
1500278384,3
1500278393,3
1500278403,3
1500278413,3
1500278423,3
1500278433,3
1500278443,3
1500278453,3
1500278463,3
1500278473,3
1500278483,3
1500278492,3
1500278502,3
1500278512,3
1500278522,3
1500278532,3
1500278542,3
1500278552,3
1500278562,3
1500278572,3
1500278581,3
1500278591,3
1500278601,3
1500278611,3
1500278621,3
1500278631,3
1500278641,3
1500278651,3
1500278661,3
1500278670,3
1500278680,3
1500278690,3
1500278700,3
1500278710,3
1500278720,3
1500278730,3
1500278740,3
1500278750,3
1500278759,3
1500278769,3
1500278779,3
1500278789,3
1500278799,3
1500278809,3
1500278819,3
1500278829,3
1500278838,3
1500278848,3
1500278858,3
1500278868,3
1500278878,3
1500278888,3
1500278898,3
1500278908,3
1500278918,3
1500278928,3
1500278937,3
1500278947,3
1500278957,3
1500278967,3
1500278977,3
1500278987,3
1500278997,3
1500279007,3
1500279017,3
1500279026,3
1500279036,3
1500279046,3
1500279056,3
1500279066,3
1500279076,3
1500279086,3
1500279096,3
1500279105,3
1500279115,3
1500279125,3
1500279135,3
1500279145,3
1500279155,3
1500279165,3
1500279175,3
1500279185,3
1500279194,3
1500279204,3
1500279214,3
1500279224,3
1500279234,3
1500279244,3
1500279254,3
1500279264,3
1500279274,3
1500279283,3
1500279293,3
1500279303,3
1500279313,3
1500279323,3
1500279333,3
1500279343,3
1500279353,3
1500279363,3
1500279372,3
1500279382,3
1500279392,3
1500279402,3
1500279412,3
1500279422,3
1500279432,3
1500279442,3
1500279452,3
1500279461,3
1500279471,3
1500279481,3
1500279491,3
1500279501,3
1500279511,3
1500279521,3
1500279531,3
1500279541,3
1500279550,3
1500279560,3
1500279570,3
1500279580,3
1500279590,3
1500279600,3
1500279610,3
1500279620,3
1500279629,3
1500279639,3
1500279649,3
1500279659,3
1500279669,3
1500279679,3
1500279689,3
1500279699,3
1500279709,3
1500279718,3
1500279728,3
1500279738,3
1500279748,3
1500279758,3
1500279768,3
1500279778,3
1500279788,3
1500279798,3
1500279807,3
1500279817,3
1500279827,3
1500279837,3
1500279847,3
1500279857,3
1500279867,3
1500279877,3
1500279887,3
1500279896,3
1500279906,3
1500279916,3
1500279926,3
1500279936,3
1500279946,3
1500279956,3
1500279966,3
1500279976,3
1500279985,3
1500279995,3
1500280005,3
1500280015,3
1500280025,3
1500280035,3
1500280045,3
1500280055,3
1500280064,3
1500280074,3
1500280084,3
1500280094,3
1500280104,3
1500280114,3
1500280124,3
1500280134,3
1500280144,3
1500280153,3
1500280163,3
1500280173,3
1500280183,3
1500280193,3
1500280203,3
1500280213,3
1500280223,3
1500280233,3
1500280242,3
1500280252,3
1500280262,3
1500280272,3
1500280282,3
1500280292,3
1500280302,3
1500280312,3
1500280321,3
1500280331,3
1500280341,3
1500280351,3
1500280361,3
1500280371,3
1500280381,3
1500280391,3
1500280401,3
1500280410,3
1500280420,3
1500280430,3
1500280440,3
1500280450,3
1500280460,3
1500280470,3
1500280480,3
1500280489,3
1500280499,3
1500280509,3
1500280519,3
1500280529,3
1500280539,3
1500280549,3
1500280559,3
1500280569,3
1500280578,3
1500280588,3
1500280598,3
1500280608,3
1500280618,3
1500280628,3
1500280638,3
1500280648,3
1500280658,3
1500280667,3
1500280677,3
1500280687,3
1500280697,3
1500280707,3
1500280717,3
1500280727,3
1500280737,3
1500280746,3
1500280756,3
1500280766,3
1500280776,3
1500280786,3
1500280796,3
1500280806,3
1500280816,3
1500280826,3
1500280835,3
1500280845,3
1500280855,3
1500280865,3
1500280875,3
1500280885,3
1500280895,3
