users,queries,throughput
15,21375,99.12
30,64125,222.13
45,128250,324.28
60,213750,377.97
75,320625,363.15
90,448875,368.63
105,598500,367.32
120,769500,378.7
135,961875,390.37
150,1175625,403.02
