t,value
1500278157,0
1500278167,0
1500278177,0
1500278186,0
1500278196,0
1500278206,0
1500278216,0
1500278226,0
1500278236,0
1500278246,11
1500278256,11
1500278266,11
1500278275,11
1500278285,11
1500278295,11
1500278305,11
1500278315,11
1500278325,11
1500278335,11
1500278345,11
1500278354,11
1500278364,11
1500278374,11
1500278384,11
1500278394,11
1500278404,11
1500278414,11
1500278424,11
1500278434,11
1500278443,11
1500278453,11
1500278463,11
1500278473,11
1500278483,11
1500278493,11
1500278503,11
1500278513,11
1500278523,11
1500278532,11
1500278542,11
1500278552,11
1500278562,11
1500278572,11
1500278582,11
1500278592,11
1500278602,11
1500278612,11
1500278621,11
1500278631,11
1500278641,11
1500278651,11
1500278661,11
1500278671,11
1500278681,11
1500278691,11
1500278700,11
1500278710,11
1500278720,11
1500278730,11
1500278740,11
1500278750,11
1500278760,11
1500278770,11
1500278780,11
1500278789,11
1500278799,11
1500278809,11
1500278819,11
1500278829,11
1500278839,11
1500278849,11
1500278859,11
1500278869,11
1500278878,11
1500278888,11
1500278898,11
1500278908,11
1500278918,11
1500278928,11
1500278938,11
1500278948,11
1500278957,11
1500278967,11
1500278977,11
1500278987,11
1500278997,11
1500279007,11
1500279017,11
1500279027,11
1500279037,11
1500279046,11
1500279056,11
1500279066,11
1500279076,11
1500279086,11
1500279096,11
1500279106,11
1500279116,11
1500279126,11
1500279135,11
1500279145,11
1500279155,11
1500279165,11
1500279175,11
1500279185,11
1500279195,11
1500279205,11
1500279214,11
1500279224,11
1500279234,11
1500279244,11
1500279254,11
1500279264,11
1500279274,11
1500279284,11
1500279294,11
1500279303,11
1500279313,11
1500279323,11
1500279333,11
1500279343,11
1500279353,11
1500279363,11
1500279373,11
1500279382,11
1500279392,11
1500279402,11
1500279412,11
1500279422,11
1500279432,11
1500279442,11
1500279452,11
1500279462,11
1500279471,11
1500279481,11
1500279491,11
1500279501,11
1500279511,11
1500279521,11
1500279531,11
1500279541,11
1500279551,11
1500279560,11
1500279570,11
1500279580,11
1500279590,11
1500279600,11
1500279610,11
1500279620,11
1500279630,11
1500279639,11
1500279649,11
1500279659,11
1500279669,11
1500279679,11
1500279689,11
1500279699,11
1500279709,11
1500279719,11
1500279728,11
1500279738,11
1500279748,11
1500279758,11
1500279768,11
1500279778,11
1500279788,11
1500279798,11
1500279807,11
1500279817,11
1500279827,11
1500279837,11
1500279847,11
1500279857,11
1500279867,11
1500279877,11
1500279887,11
1500279896,11
1500279906,11
1500279916,11
1500279926,11
1500279936,11
1500279946,11
1500279956,11
1500279966,11
1500279976,11
1500279985,11
1500279995,11
1500280005,11
1500280015,11
1500280025,11
1500280035,11
1500280045,11
1500280055,11
1500280064,11
1500280074,11
1500280084,11
1500280094,11
1500280104,11
1500280114,11
1500280124,11
1500280134,11
1500280144,11
1500280153,11
1500280163,11
1500280173,11
1500280183,11
1500280193,11
1500280203,11
1500280213,11
1500280223,11
1500280232,11
1500280242,11
1500280252,11
1500280262,11
1500280272,11
1500280282,11
1500280292,11
1500280302,11
1500280312,11
1500280321,11
1500280331,11
1500280341,11
1500280351,11
1500280361,11
1500280371,11
1500280381,11
1500280391,11
1500280400,11
1500280410,11
1500280420,11
1500280430,11
1500280440,11
1500280450,11
1500280460,11
1500280470,11
1500280480,11
1500280489,11
1500280499,11
1500280509,11
1500280519,11
1500280529,11
1500280539,11
1500280549,11
1500280559,11
1500280569,11
1500280578,11
1500280588,11
1500280598,11
1500280608,11
1500280618,11
1500280628,11
