queries,users,throughput
21375,15,112.076
42750,15,113.96400000000001
64125,15,114.498
85500,15,114.14000000000001
106875,15,95.14999999999999
128250,15,78.756
149625,15,67.678
171000,15,59.70799999999999
192375,15,51.876
213750,15,46.394000000000005
