t,value
1500542319,0
1500542329,1
1500542339,1
1500542349,1
1500542359,1
1500542369,2
1500542379,2
1500542389,2
1500542399,2
1500542409,2
1500542419,2
1500542429,2
1500542439,2
1500542449,3
1500542459,3
1500542469,3
1500542479,3
1500542489,3
1500542499,3
1500542509,3
1500542519,3
1500542529,3
1500542539,3
1500542549,3
1500542559,3
1500542569,3
1500542579,3
1500542589,3
1500542599,3
1500542609,3
1500542619,3
1500542629,3
1500542639,3
1500542649,3
1500542659,3
1500542669,3
1500542679,3
1500542689,3
1500542699,3
1500542709,3
1500542719,3
1500542729,3
1500542739,3
1500542749,3
1500542759,3
1500542769,3
1500542779,3
1500542789,3
1500542799,3
1500542809,3
1500542819,3
1500542829,3
1500542839,3
1500542849,3
1500542859,3
1500542869,3
1500542879,3
1500542889,3
1500542899,3
1500542909,3
1500542919,3
1500542929,3
1500542939,3
1500542949,3
1500542959,3
1500542969,3
1500542979,3
1500542989,3
1500542999,3
1500543009,3
1500543019,3
1500543029,3
1500543039,3
1500543049,3
1500543059,3
1500543069,3
1500543079,3
1500543089,3
1500543099,3
1500543109,3
1500543119,3
1500543129,3
1500543139,3
1500543149,3
1500543159,3
1500543169,3
1500543179,3
1500543189,3
1500543199,3
1500543209,3
1500543219,3
1500543229,3
1500543239,3
1500543249,3
1500543259,3
1500543269,3
1500543279,3
1500543289,3
1500543299,3
1500543309,3
1500543319,3
1500543329,3
1500543339,3
1500543349,3
1500543359,3
1500543369,3
1500543379,3
1500543389,3
1500543399,3
1500543409,3
1500543419,3
1500543429,3
1500543439,3
1500543449,3
1500543459,3
1500543469,3
1500543479,3
1500543489,3
1500543499,3
1500543509,3
1500543519,3
1500543529,3
1500543539,3
1500543549,3
1500543559,3
1500543569,3
1500543579,3
1500543589,3
1500543599,3
1500543609,3
1500543619,3
1500543629,3
1500543639,3
1500543649,3
1500543659,3
1500543669,3
1500543679,3
1500543689,3
1500543699,3
1500543709,3
1500543719,14
1500543729,14
1500543739,14
1500543749,14
1500543759,14
1500543769,14
1500543779,14
1500543789,14
1500543799,14
1500543809,14
1500543819,14
1500543829,14
1500543839,14
1500543849,14
1500543859,14
1500543869,14
1500543879,14
1500543889,14
1500543899,14
1500543909,14
1500543919,14
1500543929,14
1500543939,14
1500543949,14
1500543959,14
1500543969,14
1500543979,14
1500543989,14
1500543999,14
1500544009,14
1500544019,14
1500544029,14
1500544039,14
1500544049,14
1500544059,14
1500544069,14
1500544079,14
1500544089,14
1500544099,14
1500544109,14
1500544119,14
1500544129,14
1500544139,14
1500544149,14
1500544159,14
1500544169,14
1500544179,14
1500544189,14
1500544199,14
1500544209,14
1500544219,14
1500544229,14
1500544239,14
1500544249,14
1500544259,14
1500544269,14
1500544279,14
1500544289,14
1500544299,14
1500544309,14
1500544319,14
1500544329,14
1500544339,14
1500544349,14
1500544359,14
1500544369,14
1500544379,14
1500544389,14
1500544399,14
1500544409,14
1500544419,14
1500544429,14
1500544439,14
1500544449,14
1500544459,14
1500544469,14
1500544479,14
1500544489,14
1500544499,14
1500544509,14
1500544519,14
1500544529,14
1500544539,14
1500544549,14
1500544559,14
1500544569,14
1500544579,14
1500544589,14
1500544599,14
1500544609,14
1500544619,14
1500544629,14
1500544639,14
1500544649,14
1500544659,14
1500544669,14
1500544679,14
1500544689,14
1500544699,14
1500544709,14
1500544719,14
1500544729,14
1500544739,14
1500544749,14
1500544759,14
1500544769,14
1500544779,14
1500544789,14
1500544799,14
1500544809,14
1500544819,14
1500544829,14
1500544839,14
1500544849,14
1500544859,14
1500544869,14
1500544879,14
1500544889,14
1500544899,14
1500544909,14
1500544919,14
1500544929,14
1500544939,14
1500544949,14
1500544959,14
1500544969,14
1500544979,14
1500544989,14
1500544999,14
1500545009,14
1500545019,14
1500545029,14
1500545039,14
1500545049,14
1500545059,14
1500545069,14
1500545079,14
