t,value
1500625400,0
1500625410,1
1500625420,1
1500625430,2
1500625440,2
1500625450,2
1500625459,2
1500625469,2
1500625479,2
1500625489,3
1500625499,3
1500625509,3
1500625519,3
1500625528,3
1500625538,3
1500625548,3
1500625558,3
1500625568,3
1500625578,3
1500625588,3
1500625597,3
1500625607,14
1500625617,14
1500625627,14
1500625637,14
1500625647,14
1500625657,14
1500625666,14
1500625676,14
1500625686,14
1500625696,14
1500625706,14
1500625716,14
1500625726,14
1500625735,14
1500625745,14
1500625755,14
1500625765,14
1500625775,14
1500625785,14
1500625795,14
1500625804,14
1500625814,14
1500625824,14
1500625834,14
1500625844,14
1500625854,14
1500625864,14
1500625873,14
1500625883,14
1500625893,14
1500625903,14
1500625913,14
1500625923,14
1500625933,14
1500625942,14
1500625952,14
1500625962,14
1500625972,14
1500625982,14
1500625992,14
1500626002,14
1500626011,14
1500626021,14
1500626031,14
1500626041,14
1500626051,14
1500626061,14
1500626071,14
1500626080,14
1500626090,14
1500626100,14
1500626110,14
1500626120,14
1500626130,14
1500626140,14
1500626150,14
1500626159,14
1500626169,14
1500626179,14
1500626189,14
1500626199,14
1500626209,14
1500626219,14
1500626229,14
1500626238,14
1500626248,14
1500626258,14
1500626268,14
1500626278,14
1500626288,14
1500626298,14
1500626308,14
1500626317,14
1500626327,14
1500626337,14
1500626347,14
1500626357,14
1500626367,14
1500626377,14
1500626387,14
1500626396,14
1500626406,14
1500626416,14
1500626426,14
1500626436,14
1500626446,14
1500626456,14
1500626466,14
1500626475,14
1500626485,14
1500626495,14
1500626505,14
1500626515,14
1500626525,14
1500626535,14
1500626544,14
1500626554,14
1500626564,14
1500626574,14
1500626584,14
1500626594,14
1500626604,14
1500626614,14
1500626623,14
1500626633,14
1500626643,14
1500626653,14
1500626663,14
1500626673,14
1500626683,14
1500626693,14
1500626702,14
1500626712,14
1500626722,14
1500626732,14
1500626742,14
1500626752,14
1500626762,14
1500626771,14
1500626781,14
1500626791,14
1500626801,14
1500626811,14
1500626821,14
1500626831,14
1500626841,14
1500626850,14
1500626860,14
1500626870,14
1500626880,14
1500626890,14
1500626900,14
1500626910,14
1500626919,14
1500626929,14
1500626939,14
1500626949,14
1500626959,14
1500626969,14
1500626979,14
1500626988,14
1500626998,14
1500627008,14
1500627018,14
1500627028,14
1500627038,14
1500627048,14
1500627058,14
1500627067,14
1500627077,14
1500627087,14
1500627097,14
1500627107,14
1500627117,14
1500627127,14
1500627136,14
1500627146,14
1500627156,14
1500627166,14
1500627176,14
1500627186,14
1500627196,14
1500627205,14
1500627215,14
1500627225,14
1500627235,14
1500627245,14
1500627255,14
1500627265,14
1500627274,14
1500627284,14
1500627294,14
1500627304,14
1500627314,14
1500627324,14
1500627334,14
1500627343,14
1500627353,14
1500627363,14
1500627373,14
1500627383,14
1500627393,14
1500627403,14
1500627412,14
1500627422,14
1500627432,14
1500627442,14
1500627452,14
1500627462,14
1500627472,14
1500627481,14
1500627491,14
1500627501,14
1500627511,14
1500627521,14
1500627531,14
1500627541,14
1500627550,14
