users,queries,throughput
15,21375,157.38
30,64125,207.13
45,128250,233.65
60,213750,246.65
75,320625,206.58
90,448875,195.22
105,598500,199.12
120,769500,203.47
135,961875,207.15
150,1175625,203.65
