users,queries,throughput
15,21375,98.98
30,64125,163.63
45,128250,164.55
60,213750,183.3
75,320625,201.32
90,448875,175.22
105,598500,142.75
120,769500,150.03
135,961875,130.65
150,1175625,137.97
