users,queries,throughput
15,21375,146.57
30,64125,202.45
45,128250,224.87
60,213750,218.33
75,320625,206.4
90,448875,195.3
105,598500,184.4
120,769500,186.55
135,961875,200.72
150,1175625,191.4
