t,value
1500292737,1
1500292747,2
1500292757,2
1500292767,2
1500292777,2
1500292786,3
1500292796,3
1500292806,3
1500292816,3
1500292826,3
1500292835,3
1500292845,3
1500292855,3
1500292865,3
1500292875,3
1500292885,3
1500292895,3
1500292904,3
1500292914,3
1500292924,3
1500292934,3
1500292944,3
1500292953,3
1500292963,3
1500292973,3
1500292983,3
1500292993,3
1500293003,3
1500293012,3
1500293022,3
1500293032,3
1500293042,3
1500293052,3
1500293062,3
1500293071,3
1500293081,3
1500293091,3
1500293101,3
1500293111,3
1500293120,3
1500293130,3
1500293140,3
1500293150,3
1500293160,3
1500293170,3
1500293179,3
1500293189,3
1500293199,3
1500293209,3
1500293219,3
1500293229,3
1500293238,3
1500293248,3
1500293258,3
1500293268,3
1500293278,3
1500293288,3
1500293297,3
1500293307,3
1500293317,3
1500293327,3
1500293337,3
1500293346,3
1500293356,3
1500293366,3
1500293376,3
1500293386,3
1500293396,3
1500293405,3
1500293415,3
1500293425,3
1500293435,3
1500293445,3
1500293455,3
1500293464,3
1500293474,3
1500293484,3
1500293494,3
1500293504,3
1500293513,3
1500293523,3
1500293533,3
1500293543,3
1500293553,3
1500293562,3
1500293572,3
1500293582,3
1500293592,3
1500293602,3
1500293612,3
1500293621,3
1500293631,3
1500293641,3
1500293651,3
1500293661,3
1500293670,3
1500293680,3
1500293690,3
1500293700,3
1500293710,3
1500293720,3
1500293729,3
1500293739,3
1500293749,3
1500293759,3
1500293769,3
1500293779,3
1500293788,3
1500293798,3
1500293808,3
1500293818,3
1500293828,3
1500293837,3
1500293847,3
1500293857,3
1500293867,3
1500293877,3
1500293886,3
1500293896,3
1500293906,3
1500293916,3
1500293926,3
1500293935,3
1500293945,3
1500293955,3
1500293965,3
1500293975,3
1500293985,3
1500293994,3
1500294004,3
1500294014,3
1500294024,3
1500294034,3
1500294043,3
1500294053,3
1500294063,3
1500294073,3
1500294083,3
1500294093,3
1500294102,3
1500294112,3
1500294122,3
1500294132,3
1500294142,3
1500294151,3
1500294161,3
1500294171,3
1500294181,3
1500294191,3
1500294200,3
1500294210,3
1500294220,3
1500294230,3
1500294240,3
1500294249,3
1500294259,3
1500294269,3
1500294279,3
1500294289,3
1500294298,3
1500294308,3
1500294318,3
1500294328,3
1500294338,3
1500294347,3
1500294357,3
1500294367,3
1500294377,3
1500294387,3
1500294396,3
1500294406,3
1500294416,3
1500294426,3
1500294436,3
1500294445,3
1500294455,3
1500294465,3
1500294475,3
1500294485,3
1500294495,3
1500294504,3
1500294514,3
1500294524,3
1500294534,3
1500294544,3
1500294553,3
1500294563,3
1500294573,3
1500294583,3
1500294593,3
1500294602,3
1500294612,3
1500294622,3
1500294632,3
1500294642,3
1500294651,3
1500294661,3
1500294671,3
1500294681,3
1500294691,3
1500294700,3
1500294710,3
1500294720,3
1500294730,3
1500294740,3
1500294749,3
1500294759,3
1500294769,3
1500294779,3
1500294789,3
1500294798,3
1500294808,3
1500294818,3
1500294828,3
1500294838,3
1500294847,3
1500294857,3
1500294867,3
1500294877,3
1500294887,3
1500294896,3
1500294906,3
1500294916,3
1500294926,3
1500294935,3
1500294945,3
1500294955,3
1500294965,3
1500294975,3
1500294985,3
1500294994,3
1500295004,3
1500295014,3
1500295024,3
1500295033,3
1500295043,3
1500295053,3
1500295063,3
1500295072,3
1500295082,3
1500295092,3
1500295102,3
1500295112,3
1500295121,3
1500295131,3
1500295141,3
1500295151,3
1500295160,3
1500295170,3
1500295180,3
1500295190,3
1500295200,3
1500295209,3
1500295219,3
1500295229,3
1500295239,3
1500295248,3
1500295258,3
1500295268,3
1500295278,3
1500295287,3
1500295297,3
1500295307,3
1500295317,3
1500295326,3
1500295336,3
1500295346,3
1500295356,3
1500295365,3
1500295375,3
1500295385,3
1500295395,3
1500295405,3
1500295414,3
1500295424,3
1500295434,3
1500295444,3
1500295453,3
1500295463,3
1500295473,3
1500295483,3
1500295492,3
1500295502,3
1500295512,3
1500295522,3
1500295531,3
1500295541,3
1500295551,3
1500295561,3
1500295570,3
1500295580,3
1500295590,3
1500295600,3
1500295609,3
1500295619,3
1500295629,3
1500295639,3
1500295648,3
1500295658,3
1500295668,3
1500295678,3
1500295687,3
1500295697,3
1500295707,3
1500295717,3
1500295726,3
1500295736,3
1500295746,3
1500295756,3
1500295765,3
1500295775,3
1500295785,3
1500295795,3
1500295804,3
1500295814,3
1500295824,3
1500295834,3
1500295844,3
1500295853,3
1500295863,3
1500295873,3
1500295883,148
1500295892,1074
1500295902,1987
1500295912,2885
1500295922,3788
1500295932,4718
1500295941,5603
1500295951,6531
1500295961,7455
1500295971,8468
