# Rate a, "Throughput: book_a"
10.0, 7.457627118644064
30.0, 18.16822429906542
50.0, 25.491873396065
70.0, 30.817015530047268
90.0, 34.864125478752506
110.0, 38.04436396559529
130.0, 40.60952380952381
150.0, 42.72244499837435
170.0, 44.493119910137594
190.0, 45.99852977211468
210.0, 47.29416840440066
