t,value
1500457719,0
1500457728,0
1500457738,0
1500457748,0
1500457758,0
1500457768,0
1500457778,0
1500457788,0
1500457798,0
1500457808,0
1500457818,0
1500457828,0
1500457838,0
1500457848,0
1500457858,0
1500457868,0
1500457878,0
1500457888,0
1500457898,0
1500457908,0
1500457918,0
1500457928,0
1500457937,0
1500457947,0
1500457957,0
1500457967,0
1500457977,0
1500457987,0
1500457997,0
1500458007,0
1500458017,0
1500458027,0
1500458037,0
1500458047,0
1500458057,0
1500458067,0
1500458077,0
1500458087,0
1500458097,0
1500458107,0
1500458117,0
1500458127,0
1500458136,0
1500458146,0
1500458156,0
1500458166,0
1500458176,0
1500458186,0
1500458196,0
1500458206,0
1500458216,0
1500458226,0
1500458236,0
1500458246,0
1500458256,0
1500458266,0
1500458276,0
1500458286,0
1500458296,0
1500458306,0
1500458316,0
1500458326,0
1500458336,0
1500458345,0
1500458355,0
1500458365,0
1500458375,0
1500458385,0
1500458395,0
1500458405,0
1500458415,0
1500458425,0
1500458435,0
1500458445,0
1500458455,0
1500458465,0
1500458475,0
1500458485,0
1500458495,0
1500458505,0
1500458515,0
1500458525,0
1500458535,0
1500458544,0
1500458554,0
1500458564,0
1500458574,0
1500458584,0
1500458594,0
1500458604,0
1500458614,0
1500458624,0
1500458634,0
1500458644,0
1500458654,0
1500458664,0
1500458674,0
1500458684,0
1500458694,0
1500458704,0
1500458714,0
1500458724,0
1500458734,0
1500458743,0
1500458753,0
1500458763,0
1500458773,0
1500458783,0
1500458793,0
1500458803,0
1500458813,0
1500458823,0
1500458833,0
1500458843,0
1500458853,0
1500458863,0
1500458873,0
1500458883,0
1500458893,0
1500458903,0
1500458913,0
1500458923,0
1500458933,0
1500458942,0
1500458952,0
1500458962,0
1500458972,0
1500458982,0
1500458992,0
1500459002,0
1500459012,0
1500459022,0
1500459032,0
1500459042,0
1500459052,0
1500459062,0
1500459072,0
1500459082,0
1500459092,0
1500459102,0
1500459112,0
1500459122,0
1500459131,0
1500459141,0
1500459151,0
1500459161,0
1500459171,0
1500459181,0
1500459191,0
1500459201,0
1500459211,0
1500459221,0
1500459231,0
1500459241,0
1500459251,0
1500459261,0
1500459271,0
1500459281,0
1500459291,0
1500459301,0
1500459311,0
1500459320,0
1500459330,0
1500459340,0
1500459350,0
1500459360,0
1500459370,0
1500459380,0
1500459390,0
1500459400,0
1500459410,0
1500459420,0
1500459430,0
1500459440,0
1500459450,0
1500459460,0
1500459470,0
1500459480,0
1500459490,0
1500459500,0
1500459510,0
1500459519,0
1500459529,0
1500459539,0
1500459549,0
1500459559,0
1500459569,0
1500459579,0
1500459589,0
1500459599,0
1500459609,0
1500459619,0
1500459629,0
1500459639,0
1500459649,0
1500459659,0
1500459669,0
1500459679,0
1500459689,0
1500459699,0
1500459709,0
1500459719,0
1500459729,0
1500459738,0
1500459748,0
1500459758,0
1500459768,0
1500459778,0
1500459788,0
1500459798,0
1500459808,0
1500459818,0
1500459828,0
1500459838,0
1500459848,0
1500459858,0
1500459868,0
1500459878,0
1500459888,0
1500459898,0
1500459908,0
1500459918,0
1500459928,0
1500459938,0
1500459948,0
1500459957,0
1500459967,0
1500459977,0
1500459987,0
1500459997,0
1500460007,0
1500460017,0
1500460027,0
1500460037,0
1500460047,0
1500460057,0
1500460067,0
1500460077,0
1500460087,0
1500460097,0
1500460107,0
1500460117,0
1500460127,0
1500460137,0
1500460147,0
1500460157,0
1500460166,0
1500460176,0
1500460186,0
1500460196,0
1500460206,0
1500460216,0
1500460226,0
1500460236,0
1500460246,0
1500460256,0
1500460266,0
1500460276,0
1500460286,0
1500460296,0
1500460306,0
1500460316,0
1500460326,0
1500460336,0
1500460346,0
1500460356,0
1500460366,0
1500460376,0
1500460385,0
1500460395,0
1500460405,0
1500460415,0
1500460425,0
1500460435,0
1500460445,0
1500460455,0
1500460465,8
1500460475,1285
1500460485,2710
1500460495,4339
1500460505,6012
1500460515,8575
1500460525,10376
1500460535,12190
