# Rate a_1, "Throughput: arrive_1"
1.0, 0.999999279103855
2.0, 1.999798758209365
3.0, 2.9912548472557803
4.0, 3.899131917173446
5.0, 4.534883730677336
6.0, 4.836944482704058
7.0, 4.945646180722796
8.0, 4.98123156553927
9.0, 4.993072581880953
10.0, 4.99725190845323
