# Rate a_1, "Throughput: arrive_2"
1.0, 0.9210526315789472
2.0, 0.851063829787234
3.0, 0.7758620689655171
4.0, 0.704225352112676
5.0, 0.6395348837209301
6.0, 0.58252427184466
7.0, 0.5327868852459017
8.0, 0.4895104895104894
9.0, 0.45180722891566255
10.0, 0.41884816753926707
