# Rate a_1, "Throughput: arrive_1"
1.0, 0.99999999999986
2.0, 1.999999978889387
3.0, 2.9999473499324916
4.0, 3.990063983343962
5.0, 4.75903614457831
6.0, 4.976833036798921
7.0, 4.998168942860891
8.0, 4.999830353758215
9.0, 4.999980631455859
10.0, 4.9999973177895525
