# Rate a_1, "Throughput: arrive_2"
1.0, 0.7142857142857142
2.0, 0.625
3.0, 0.5555555555555556
4.0, 0.5
5.0, 0.4545454545454546
6.0, 0.4166666666666667
7.0, 0.3846153846153846
8.0, 0.35714285714285715
9.0, 0.33333333333333337
10.0, 0.31249999999999994
