# Rate a_1, "Throughput: arrive_1"
1.0, 0.7142857142857142
2.0, 1.25
3.0, 1.6666666666666667
4.0, 2.0
5.0, 2.272727272727273
6.0, 2.5
7.0, 2.692307692307692
8.0, 2.857142857142857
9.0, 3.0000000000000004
10.0, 3.1249999999999996
