# Rate a, "Throughput: queue_a"
1.0, 0.9999999304186582
2.0, 1.9999263326214485
3.0, 2.993842067759912
4.0, 3.899305935717571
5.0, 4.474677696112674
6.0, 4.687554725413806
7.0, 4.743375706705365
8.0, 4.756966606029327
9.0, 4.760459012316846
10.0, 4.761440326814788
