# Rate a_1, "Throughput: arrive_2"
1.0, 0.9677419354838709
2.0, 0.9352517985611511
3.0, 0.8974358974358974
4.0, 0.8571428571428571
5.0, 0.8163265306122447
6.0, 0.7762557077625571
7.0, 0.7377049180327869
8.0, 0.7011070110701108
9.0, 0.6666666666666666
10.0, 0.6344410876132931
