# Rate a_1, "Throughput: arrive_2"
1.0, 0.8333333333333333
2.0, 0.7692307692307693
3.0, 0.7142857142857142
4.0, 0.6666666666666666
5.0, 0.625
6.0, 0.5882352941176471
7.0, 0.5555555555555556
8.0, 0.5263157894736842
9.0, 0.5
10.0, 0.4761904761904762
