# Rate a_1, "Throughput: arrive_1"
1.0, 0.9997439836149513
2.0, 1.9965955181327186
3.0, 2.981492192018507
4.0, 3.9365079365079363
5.0, 4.83686895810956
6.0, 5.657136445700181
7.0, 6.37826350941105
8.0, 6.991819600093051
9.0, 7.5
10.0, 7.9126601785212065
