# Rate a_1, "Throughput: arrive_2"
1.0, 0.9999999180799983
2.0, 0.9999958665626777
3.0, 0.9999370828010614
4.0, 0.9995114802149486
5.0, 0.9975725462291836
6.0, 0.9913547986517549
7.0, 0.9765071424200944
8.0, 0.9491862686725878
9.0, 0.9090909090909087
10.0, 0.8600335072503502
