t,value
1500285322,0
1500285332,0
1500285342,0
1500285351,0
1500285361,0
1500285371,0
1500285381,0
1500285391,11
1500285401,11
1500285411,11
1500285421,11
1500285430,11
1500285440,11
1500285450,11
1500285460,11
1500285470,11
1500285480,22
1500285490,22
1500285500,22
1500285509,22
1500285519,22
1500285529,22
1500285539,22
1500285549,22
1500285559,22
1500285569,22
1500285579,22
1500285589,22
1500285598,22
1500285608,22
1500285618,22
1500285628,22
1500285638,22
1500285648,22
1500285658,22
1500285668,22
1500285678,22
1500285687,22
1500285697,22
1500285707,22
1500285717,22
1500285727,22
1500285737,22
1500285747,22
1500285757,22
1500285766,22
1500285776,22
1500285786,22
1500285796,22
1500285806,22
1500285816,22
1500285826,22
1500285836,22
1500285845,22
1500285855,22
1500285865,22
1500285875,22
1500285885,22
1500285895,22
1500285905,22
1500285914,22
1500285924,22
1500285934,22
1500285944,22
1500285954,22
1500285964,22
1500285974,22
1500285984,22
1500285993,22
1500286003,22
1500286013,22
1500286023,22
1500286033,22
1500286043,22
1500286053,22
1500286063,22
1500286072,22
1500286082,22
1500286092,22
1500286102,22
1500286112,22
1500286122,22
1500286132,22
1500286142,22
1500286151,22
1500286161,22
1500286171,22
1500286181,22
1500286191,22
1500286201,22
1500286211,22
1500286220,22
1500286230,22
1500286240,22
1500286250,22
1500286260,22
1500286270,22
1500286280,22
1500286290,22
1500286299,22
1500286309,22
1500286319,22
1500286329,22
1500286339,22
1500286349,22
1500286359,22
1500286368,22
1500286378,22
1500286388,22
1500286398,22
1500286408,22
1500286418,22
1500286428,22
1500286438,22
1500286447,22
1500286457,22
1500286467,22
1500286477,22
1500286487,22
1500286497,22
1500286507,22
1500286516,22
1500286526,22
1500286536,22
1500286546,22
1500286556,22
1500286566,22
1500286576,22
1500286586,22
1500286595,22
1500286605,22
1500286615,22
1500286625,22
1500286635,22
1500286645,22
1500286655,22
1500286664,22
1500286674,22
1500286684,22
1500286694,22
1500286704,22
1500286714,22
1500286724,22
1500286733,22
1500286743,22
1500286753,22
1500286763,22
1500286773,22
1500286783,22
1500286793,22
1500286803,22
1500286812,22
1500286822,22
1500286832,22
1500286842,22
1500286852,22
1500286862,22
1500286872,22
1500286881,22
1500286891,22
1500286901,22
1500286911,22
1500286921,22
1500286931,22
1500286941,22
1500286950,22
1500286960,22
1500286970,22
1500286980,22
1500286990,22
1500287000,22
1500287010,22
1500287019,22
1500287029,22
1500287039,22
1500287049,22
1500287059,22
1500287069,22
1500287079,22
1500287088,22
1500287098,22
1500287108,22
1500287118,22
1500287128,22
1500287138,22
1500287148,22
1500287157,22
1500287167,22
1500287177,22
1500287187,22
1500287197,22
1500287207,22
1500287217,22
1500287226,22
1500287236,22
1500287246,22
1500287256,22
1500287266,22
1500287276,22
1500287286,22
1500287295,22
1500287305,22
1500287315,22
1500287325,22
1500287335,22
1500287345,22
1500287355,22
1500287364,22
1500287374,22
1500287384,22
1500287394,22
1500287404,22
1500287414,22
1500287423,22
1500287433,22
1500287443,22
1500287453,22
1500287463,22
1500287473,22
1500287483,22
1500287493,22
1500287502,22
1500287512,22
1500287522,22
1500287532,22
1500287542,22
1500287552,22
1500287562,22
1500287571,22
1500287581,22
1500287591,22
1500287601,22
1500287611,22
1500287621,22
1500287631,22
1500287640,22
1500287650,22
1500287660,22
1500287670,22
1500287680,22
1500287690,22
1500287699,22
1500287709,22
1500287719,22
1500287729,22
1500287739,22
1500287749,22
1500287759,22
1500287768,22
1500287778,22
1500287788,22
1500287798,22
1500287808,22
1500287818,22
1500287828,22
1500287837,22
1500287847,22
1500287857,22
1500287867,22
1500287877,22
1500287887,22
1500287897,22
1500287906,22
1500287916,22
1500287926,22
1500287936,22
1500287946,22
1500287956,22
1500287965,22
1500287975,22
1500287985,22
1500287995,22
1500288005,22
1500288015,22
1500288025,22
1500288034,22
1500288044,22
1500288054,22
1500288064,22
1500288074,292
1500288084,1213
1500288093,2118
1500288103,3043
1500288113,3936
1500288123,4872
1500288133,5826
1500288143,6747
1500288153,7644
1500288162,8557
1500288172,9480
1500288182,10382
1500288192,11163
1500288202,11792
1500288212,12539
1500288222,13336
1500288231,14164
1500288241,15027
1500288251,16042
1500288261,16995
1500288271,17809
1500288281,18599
1500288290,19492
1500288300,20491
1500288310,21411
1500288320,22125
1500288330,22375
1500288340,22506
1500288349,22506
1500288359,22506
1500288369,22994
1500288379,24031
1500288389,25105
1500288399,26188
1500288408,27191
1500288418,28130
1500288428,29020
1500288438,29876
1500288448,30764
1500288458,31653
1500288468,32554
1500288477,33475
1500288487,34282
1500288497,35200
1500288507,36130
1500288517,37027
1500288527,37920
1500288536,38826
1500288546,39758
1500288556,40647
1500288566,41583
1500288576,42519
1500288586,43416
1500288596,44324
1500288605,45006
1500288615,45006
1500288625,45034
1500288635,45930
1500288645,46839
1500288655,47740
1500288664,48642
1500288674,49538
1500288684,50465
1500288694,51372
1500288704,52314
1500288714,53139
1500288723,53944
1500288733,54838
1500288743,55761
1500288753,56703
1500288763,57611
