t,value
1500549453,0
1500549463,0
1500549473,0
1500549483,0
1500549493,0
1500549503,0
1500549513,0
1500549523,0
1500549533,0
1500549543,0
1500549553,0
1500549563,0
1500549573,0
1500549583,0
1500549593,0
1500549603,0
1500549613,0
1500549623,0
1500549633,0
1500549643,0
1500549653,0
1500549663,0
1500549673,0
1500549683,0
1500549693,0
1500549703,0
1500549713,0
1500549723,0
1500549733,0
1500549743,0
1500549753,0
1500549763,0
1500549773,0
1500549783,1
1500549793,1
1500549803,1
1500549813,1
1500549823,1
1500549833,1
1500549843,1
1500549853,1
1500549863,1
1500549873,1
1500549883,1
1500549893,1
1500549903,1
1500549913,1
1500549923,1
1500549933,1
1500549943,1
1500549953,1
1500549963,1
1500549973,1
1500549983,1
1500549993,1
1500550003,1
1500550013,1
1500550023,1
1500550033,1
1500550043,1
1500550053,1
1500550063,1
1500550073,1
1500550083,1
1500550093,1
1500550103,1
1500550113,1
1500550123,1
1500550133,1
1500550143,1
1500550153,1
1500550163,1
1500550173,1
1500550183,1
1500550193,1
1500550203,1
1500550213,1
1500550223,1
1500550233,1
1500550243,1
1500550253,1
1500550263,1
1500550273,1
1500550283,1
1500550293,1
1500550303,1
1500550313,1
1500550323,1
1500550333,1
1500550343,1
1500550353,1
1500550363,1
1500550373,1
1500550383,1
1500550393,1
1500550403,1
1500550413,1
1500550423,1
1500550433,1
1500550443,1
1500550453,1
1500550463,1
1500550473,1
1500550483,1
1500550493,1
1500550503,1
1500550513,1
1500550523,1
1500550533,1
1500550543,1
1500550553,1
1500550562,1
1500550573,1
1500550583,1
1500550593,1
1500550603,1
1500550613,1
1500550623,1
1500550633,1
1500550643,1
1500550653,1
1500550663,1
1500550673,1
1500550683,1
1500550693,1
1500550703,1
1500550713,1
1500550723,1
1500550733,1
1500550743,1
1500550753,1
1500550763,1
1500550773,1
1500550783,1
1500550793,1
1500550803,1
1500550813,1
1500550823,1
1500550833,1
1500550843,1
1500550853,1
1500550863,1
1500550873,1
1500550883,1
1500550893,1
1500550903,1
1500550913,1
1500550923,1
1500550933,1
1500550943,1
1500550953,1
1500550963,1
1500550973,1
1500550983,1
1500550993,1
1500551003,1
1500551013,1
1500551023,1
1500551033,1
1500551043,1
1500551053,1
1500551063,1
1500551073,1
1500551083,1
1500551093,1
1500551103,1
1500551113,1
1500551123,1
1500551133,1
1500551143,1
1500551153,1
1500551163,1
1500551173,1
1500551183,1
1500551193,1
1500551203,1
1500551213,1
1500551223,1
1500551233,1
1500551243,1
1500551253,1
1500551263,1
1500551273,1
1500551283,1
1500551293,1
1500551303,1
1500551313,1
1500551323,1
1500551333,1
1500551343,1
1500551353,1
1500551363,1
1500551373,1
1500551383,1
1500551393,1
1500551403,1
1500551413,1
1500551423,1
1500551433,1
1500551443,1
1500551453,1
1500551463,1
1500551473,1
1500551483,1
1500551493,1
1500551503,1
1500551513,1
1500551523,1
1500551533,1
1500551543,1
1500551553,1
1500551563,1
1500551573,1
1500551583,1
1500551593,1
1500551603,1
1500551613,1
1500551623,1
1500551633,1
1500551643,1
1500551653,1
1500551663,1
1500551673,1
1500551683,1
1500551693,1
1500551703,1
1500551713,1
1500551723,1
1500551733,1
1500551743,1
1500551753,1
1500551763,1
1500551773,1
1500551783,1
1500551793,1
1500551803,1
1500551813,1
1500551823,1
1500551833,1
1500551843,1
1500551853,1
1500551863,1
1500551873,1
1500551883,1
1500551893,1
1500551903,1
1500551913,1
1500551923,1
1500551933,1
1500551943,1
1500551953,1
1500551963,1
1500551973,1
1500551983,1
1500551993,1
1500552003,1
1500552013,1
1500552023,1
1500552033,1
1500552043,1
1500552053,1
1500552063,1
1500552073,1
1500552083,1
1500552093,1
1500552103,1
1500552113,1
1500552123,183
1500552133,531
1500552143,1179
1500552153,2648
1500552163,4232
1500552173,4963
1500552183,5326
1500552193,6756
1500552203,8145
1500552213,9482
1500552223,10673
1500552233,11940
1500552243,13360
1500552253,14774
1500552263,16089
1500552273,16994
1500552283,18165
1500552293,18693
1500552303,18693
1500552313,19148
1500552323,20318
1500552333,21557
1500552343,22091
1500552353,22329
1500552363,23836
1500552373,24740
1500552383,25753
1500552393,26676
1500552403,27704
1500552413,28653
1500552423,29611
1500552433,30605
1500552443,31689
1500552453,32986
1500552463,34122
1500552473,35127
1500552483,36125
1500552493,37164
1500552503,38431
1500552513,39911
1500552523,40893
1500552533,41832
1500552543,41885
1500552553,42644
1500552563,43678
1500552573,45590
1500552583,47319
1500552593,49292
1500552603,50771
1500552613,52696
1500552623,54333
1500552633,56100
1500552643,57427
1500552653,59061
1500552663,60490
1500552673,61672
1500552683,63573
1500552693,65368
1500552703,66924
1500552713,68644
1500552723,70102
1500552733,71442
1500552743,71442
1500552753,72194
1500552763,73738
1500552773,75360
1500552783,76705
1500552793,78217
1500552803,79369
1500552813,80712
1500552823,82302
1500552833,83782
1500552843,85057
1500552853,86289
1500552863,87703
1500552873,89272
1500552883,90725
1500552893,92325
1500552903,93884
1500552913,95289
1500552923,96980
1500552933,98650
1500552943,100083
1500552953,101651
1500552963,103408
1500552973,104663
1500552983,105718
1500552993,106830
1500553003,107978
1500553013,109457
1500553023,110745
1500553033,112099
1500553043,113362
1500553053,114809
1500553063,116273
1500553073,117641
1500553083,119074
1500553093,120482
1500553103,121950
1500553113,123557
1500553123,124994
1500553133,126419
1500553143,127912
1500553153,129252
1500553163,130760
1500553173,132278
1500553183,133749
1500553193,135183
1500553203,136674
1500553213,138071
1500553223,139509
1500553233,141065
1500553243,142512
1500553253,143891
1500553263,144982
1500553273,146079
1500553283,147366
1500553293,148736
1500553303,150067
1500553313,151317
1500553323,152637
1500553333,153939
1500553343,155269
1500553353,156564
1500553363,157738
1500553373,159070
1500553383,160409
1500553393,161519
1500553403,162888
1500553413,164121
1500553423,165343
1500553433,166526
1500553443,167793
1500553453,169099
1500553463,170341
1500553473,171576
1500553483,172902
1500553493,174192
1500553503,175568
1500553513,176799
1500553523,178069
1500553533,179351
1500553543,180575
1500553553,181839
1500553563,183146
1500553573,184432
1500553583,184959
1500553593,186105
1500553603,187212
1500553613,188324
1500553623,189429
1500553633,190568
1500553643,191655
1500553653,192816
1500553663,193784
1500553673,194921
1500553683,196119
1500553693,197286
1500553703,198397
1500553713,199569
1500553723,200635
1500553733,201730
1500553743,202802
1500553753,203883
1500553763,205065
1500553773,206251
1500553783,207339
1500553793,208530
1500553803,209710
1500553813,210915
1500553823,212149
1500553833,213321
1500553843,214579
1500553853,215720
1500553863,216892
1500553873,218093
1500553883,219275
1500553893,220423
1500553903,221617
1500553913,222757
1500553923,224008
1500553933,225122
1500553943,226231
1500553953,226557
1500553963,227591
1500553973,228598
1500553983,229622
1500553993,230644
1500554003,231612
1500554013,232566
1500554023,233512
1500554033,234492
1500554043,235461
1500554053,236493
1500554063,237513
1500554073,238558
1500554083,239540
1500554093,240563
1500554103,241559
1500554113,242472
1500554123,243490
1500554133,244431
1500554143,245508
1500554153,246525
1500554163,247542
1500554173,248590
1500554183,249569
1500554193,250687
1500554203,251739
1500554213,252729
1500554223,253758
1500554233,254797
1500554243,255865
1500554253,256848
1500554263,257692
1500554273,258644
1500554283,259617
1500554293,260590
1500554303,261602
1500554313,262500
1500554323,263536
1500554333,264589
1500554343,265665
1500554353,266765
1500554363,267581
1500554373,267781
1500554383,268613
1500554393,269497
1500554403,270393
1500554413,271219
1500554423,272097
1500554433,273036
1500554443,273933
1500554453,274826
1500554463,275779
1500554473,276652
1500554483,277590
1500554493,278459
1500554503,279338
1500554513,280191
1500554523,281073
1500554533,281969
1500554543,282839
1500554553,283718
1500554563,284581
1500554573,285483
1500554583,286397
1500554593,287306
1500554603,288249
1500554613,289222
1500554623,290145
1500554633,291064
1500554643,292034
1500554653,292953
1500554663,293940
1500554673,294921
1500554683,295903
1500554693,296836
1500554703,297741
1500554713,298586
1500554723,299498
1500554733,300423
1500554743,301345
1500554753,302221
1500554763,303206
1500554773,304200
1500554783,305123
1500554793,306016
1500554803,306891
1500554813,307807
1500554823,308788
1500554833,309768
1500554843,310083
1500554853,310995
1500554863,311846
1500554873,312645
1500554883,313450
1500554893,314242
1500554903,315035
1500554913,315846
1500554923,316611
1500554933,317377
1500554943,318193
1500554953,319035
1500554963,319816
1500554973,320695
1500554983,321509
1500554993,322318
1500555003,323132
1500555013,323983
1500555023,324817
1500555033,325635
1500555043,326528
1500555053,327395
1500555063,328280
1500555073,329135
1500555083,330004
1500555093,330849
1500555103,331660
1500555113,332473
1500555123,333347
1500555133,334216
1500555143,335021
1500555153,335902
1500555163,336788
1500555173,337612
1500555183,338477
1500555193,339301
1500555203,340195
