t,count,mean_rate,m1_rate
1500270743,0,0,0.0
1500270753,0,0.0,0.0
1500270763,0,0.0,0.0
1500270773,0,0.0,0.0
1500270782,0,0.0,0.0
1500270792,0,0.0,0.0
1500270802,0,0.0,0.0
1500270812,0,0.0,0.0
1500270822,0,0.0,0.0
1500270832,0,0.0,0.0
1500270842,0,0.0,0.0
1500270852,0,0.0,0.0
1500270862,0,0.0,0.0
1500270872,11,0.08527131782945736,0.18333333333333332
1500270882,11,0.07913669064748201,0.18333333333333332
1500270892,11,0.0738255033557047,0.18333333333333332
1500270902,11,0.06918238993710692,0.18333333333333332
1500270912,11,0.0650887573964497,0.18333333333333332
1500270921,11,0.06179775280898876,0.18333333333333332
1500270931,11,0.05851063829787234,0.0
1500270941,11,0.05555555555555555,0.0
1500270951,11,0.052884615384615384,0.0
1500270961,11,0.05045871559633028,0.0
1500270971,11,0.04824561403508772,0.0
1500270981,11,0.046218487394957986,0.0
1500270991,11,0.04435483870967742,0.0
1500271001,11,0.04263565891472868,0.0
1500271011,11,0.041044776119402986,0.0
1500271021,11,0.039568345323741004,0.0
1500271031,11,0.03819444444444445,0.0
1500271041,11,0.03691275167785235,0.0
1500271051,11,0.03571428571428571,0.0
1500271060,11,0.03470031545741325,0.0
1500271070,11,0.03363914373088685,0.0
1500271080,11,0.032640949554896145,0.0
1500271090,11,0.03170028818443804,0.0
1500271100,11,0.03081232492997199,0.0
1500271110,11,0.02997275204359673,0.0
1500271120,11,0.029177718832891247,0.0
1500271130,11,0.028423772609819122,0.0
1500271140,11,0.027707808564231738,0.0
1500271150,11,0.02702702702702703,0.0
1500271160,11,0.026378896882494004,0.0
1500271170,11,0.02576112412177986,0.0
1500271180,11,0.02517162471395881,0.0
1500271190,11,0.024608501118568233,0.0
1500271199,11,0.02412280701754386,0.0
1500271209,11,0.023605150214592276,0.0
1500271219,11,0.023109243697478993,0.0
1500271229,11,0.02263374485596708,0.0
1500271239,11,0.02217741935483871,0.0
1500271249,11,0.021739130434782608,0.0
1500271259,11,0.02131782945736434,0.0
1500271269,11,0.02091254752851711,0.0
1500271279,11,0.020522388059701493,0.0
1500271289,11,0.020146520146520148,0.0
1500271299,11,0.019784172661870502,0.0
1500271309,11,0.019434628975265017,0.0
1500271319,11,0.019097222222222224,0.0
1500271329,11,0.01877133105802048,0.0
1500271338,11,0.018487394957983194,0.0
1500271348,11,0.01818181818181818,0.0
1500271358,11,0.01788617886178862,0.0
1500271368,11,0.0176,0.0
1500271378,11,0.01732283464566929,0.0
1500271388,11,0.017054263565891473,0.0
1500271398,11,0.016793893129770993,0.0
1500271408,11,0.016541353383458645,0.0
1500271418,11,0.016296296296296295,0.0
1500271428,11,0.016058394160583942,0.0
1500271438,11,0.015827338129496403,0.0
1500271448,11,0.015602836879432624,0.0
1500271458,11,0.015384615384615385,0.0
1500271468,11,0.015172413793103448,0.0
1500271477,11,0.014986376021798364,0.0
1500271487,11,0.01478494623655914,0.0
1500271497,11,0.014588859416445624,0.0
1500271507,11,0.014397905759162303,0.0
1500271517,11,0.014211886304909561,0.0
1500271527,11,0.01403061224489796,0.0
1500271537,11,0.013853904282115869,0.0
1500271547,11,0.013681592039800995,0.0
1500271557,11,0.013513513513513514,0.0
1500271567,11,0.013349514563106795,0.0
1500271577,11,0.013189448441247002,0.0
1500271587,11,0.013033175355450236,0.0
1500271596,11,0.012895662368112544,0.0
1500271606,11,0.012746234067207415,0.0
1500271616,11,0.012600229095074456,0.0
1500271626,11,0.01245753114382786,0.0
1500271636,11,0.012318029115341545,0.0
1500271646,11,0.012181616832779624,0.0
1500271656,11,0.012048192771084338,0.0
1500271666,11,0.011917659804983749,0.0
1500271676,11,0.011789924973204717,0.0
1500271686,11,0.01166489925768823,0.0
1500271696,11,0.011542497376705142,0.0
1500271706,11,0.01142263759086189,0.0
1500271715,11,0.01131687242798354,0.0
1500271725,11,0.01120162932790224,0.0
1500271735,11,0.011088709677419355,0.0
1500271745,11,0.010978043912175649,0.0
1500271755,11,0.010869565217391304,0.0
1500271765,11,0.010763209393346379,0.0
1500271775,11,0.01065891472868217,0.0
1500271785,11,0.01055662188099808,0.0
1500271795,11,0.010456273764258554,0.0
1500271805,11,0.010357815442561206,0.0
1500271815,11,0.010261194029850746,0.0
1500271825,11,0.010166358595194085,0.0
1500271834,11,0.01008249312557287,0.0
1500271844,11,0.009990917347865577,0.0
1500271854,11,0.009900990099009901,0.0
1500271864,11,0.009812667261373774,0.0
1500271874,11,0.009725906277630416,0.0
1500271884,11,0.009640666082383873,0.0
1500271894,11,0.009556907037358819,0.0
1500271904,11,0.009474590869939707,0.0
1500271914,11,0.009393680614859094,0.0
1500271924,11,0.009314140558848433,0.0
1500271934,11,0.009235936188077247,0.0
1500271943,11,0.009166666666666667,0.0
1500271953,11,0.00909090909090909,0.0
1500271963,11,0.009016393442622951,0.0
1500271973,11,0.00894308943089431,0.0
1500271983,11,0.008870967741935484,0.0
1500271993,11,0.0088,0.0
1500272003,11,0.00873015873015873,0.0
1500272013,11,0.008661417322834646,0.0
1500272023,11,0.00859375,0.0
1500272033,11,0.008527131782945736,0.0
1500272043,11,0.008461538461538461,0.0
1500272053,11,0.008396946564885497,0.0
1500272062,11,0.008339651250947688,0.0
1500272072,11,0.008276899924755455,0.0
1500272082,11,0.008215085884988798,0.0
1500272092,11,0.00815418828762046,0.0
1500272102,11,0.008094186902133923,0.0
1500272112,11,0.008035062089116142,0.0
1500272122,11,0.007976794778825236,0.0
1500272132,11,0.007919366450683946,0.0
1500272142,11,0.007862759113652609,0.0
1500272152,11,0.007806955287437899,0.0
1500272162,11,0.007751937984496124,0.0
1500272171,11,0.007703081232492998,0.0
1500272181,11,0.0076495132127955496,0.0
1500272191,11,0.007596685082872928,0.0
1500272201,11,0.0075445816186556925,0.0
1500272211,11,0.007493188010899182,0.0
1500272221,11,0.007442489851150203,0.0
1500272231,11,0.00739247311827957,0.0
1500272241,11,0.007343124165554072,0.0
1500272251,11,0.007294429708222812,0.0
1500272261,11,0.007246376811594203,0.0
1500272271,11,0.007198952879581152,0.0
1500272281,11,0.007152145643693108,0.0
1500272290,11,0.007110536522301228,0.0
1500272300,11,0.007064868336544637,0.0
1500272310,11,0.007019783024888321,0.0
1500272320,11,0.006975269499048827,0.0
1500272330,11,0.006931316950220542,0.0
1500272340,11,0.0068879148403256105,0.0
1500272350,11,0.006845052893590542,0.0
1500272360,11,0.006802721088435374,0.0
1500272370,11,0.006760909649661954,0.0
1500272380,11,0.006719609040928528,0.0
1500272390,11,0.006678809957498482,0.0
1500272399,11,0.006642512077294686,0.0
1500272409,11,0.006602641056422569,0.0
1500272419,11,0.0065632458233890216,0.0
1500272429,11,0.006524317912218268,0.0
1500272439,11,0.006485849056603774,0.0
1500272449,11,0.006447831184056272,0.0
1500272459,11,0.00641025641025641,0.0
1500272469,11,0.006373117033603708,0.0
1500272479,11,0.006336405529953917,0.0
1500272489,11,0.006300114547537228,0.0
1500272499,11,0.006264236902050114,0.0
1500272508,11,0.006232294617563739,0.0
1500272518,11,0.006197183098591549,0.0
1500272528,11,0.0061624649859943975,0.0
1500272538,11,0.006128133704735376,0.0
1500272548,11,0.006094182825484765,0.0
1500272558,11,0.006060606060606061,0.0
1500272568,11,0.006027397260273973,0.0
1500272578,11,0.005994550408719346,0.0
1500272588,11,0.005962059620596206,0.0
1500272598,11,0.005929919137466307,0.0
1500272608,11,0.005898123324396783,0.0
1500272618,11,0.005866666666666667,0.0
1500272627,11,0.00583864118895966,0.0
1500272637,11,0.005807814149947202,0.0
1500272647,11,0.005777310924369748,0.0
1500272657,11,0.005747126436781609,0.0
1500272667,11,0.005717255717255718,0.0
1500272677,11,0.005687693898655636,0.0
1500272687,11,0.00565843621399177,0.0
1500272697,11,0.005629477993858751,0.0
1500272707,11,0.00560081466395112,0.0
1500272717,11,0.005572441742654508,0.0
1500272727,11,0.005544354838709678,0.0
1500272736,11,0.0055193176116407425,0.0
1500272746,11,0.0054917623564653024,0.0
1500272756,11,0.00546448087431694,0.0
1500272766,11,0.005437469105289174,0.0
1500272776,11,0.0054107230693556324,0.0
1500272786,11,0.0053842388644150755,0.0
1500272796,11,0.00535801266439357,0.0
1500272806,11,0.005332040717401842,0.0
1500272816,11,0.005306319343945972,0.0
1500272826,11,0.00528084493518963,0.0
1500272836,11,0.005255613951266125,0.0
1500272846,11,0.005230622919638612,0.0
1500272855,11,0.005208333333333333,0.0
1500272865,11,0.0051837888784165885,0.0
1500272875,11,0.005159474671669793,0.0
1500272885,11,0.005135387488328665,0.0
1500272895,11,0.005111524163568773,0.0
1500272905,11,0.005087881591119334,0.0
1500272915,11,0.0050644567219152855,0.0
1500272925,11,0.005041246562786435,0.0
1500272935,11,0.005018248175182482,0.0
1500272945,11,0.004995458673932788,0.0
1500272955,11,0.004972875226039783,0.0
1500272964,11,0.00495272399819901,0.0
1500272974,11,0.004930524428507396,0.0
1500272984,11,0.0049085229808121375,0.0
1500272994,11,0.004886717014660151,0.0
1500273004,11,0.004865103936311367,0.0
1500273014,11,0.0048436811977102595,0.0
1500273024,11,0.004822446295484437,0.0
1500273034,11,0.004801396769969445,0.0
1500273044,11,0.0047805302042590175,0.0
1500273054,11,0.004759844223279966,0.0
1500273064,11,0.004739336492890996,0.0
1500273073,11,0.004721030042918455,0.0
1500273083,11,0.004700854700854701,0.0
1500273093,11,0.004680851063829788,0.0
1500273103,11,0.004661016949152543,0.0
1500273113,11,0.004641350210970464,0.0
1500273123,11,0.004621848739495798,0.0
1500273133,11,0.004602510460251046,0.0
1500273143,11,0.004583333333333333,0.0
1500273153,11,0.004564315352697096,0.0
1500273163,11,0.004545454545454545,0.0
1500273173,11,0.004526748971193415,0.0
1500273183,11,0.004508196721311476,0.0
1500273192,11,0.00449162923642303,0.0
1500273202,11,0.004473363155754371,0.0
1500273212,11,0.0044552450384771165,0.0
1500273222,11,0.004437273093989512,0.0
1500273232,11,0.0044194455604660505,0.0
1500273242,11,0.004401760704281713,0.0
1500273252,11,0.00438421681944998,0.0
1500273262,11,0.004366812227074236,0.0
1500273272,11,0.004349545274812179,0.0
1500273282,11,0.004332414336352895,0.0
1500273292,11,0.004315417810906237,0.0
1500273302,11,0.0042985541227041815,0.0
1500273311,11,0.004283489096573208,0.0
1500273321,11,0.004266873545384018,0.0
1500273331,11,0.004250386398763524,0.0
1500273341,11,0.004234026173979984,0.0
1500273351,11,0.004217791411042945,0.0
1500273361,11,0.004201680672268907,0.0
1500273371,11,0.004185692541856925,0.0
1500273381,11,0.004169825625473844,0.0
1500273391,11,0.004154078549848943,0.0
1500273401,11,0.004138449962377728,0.0
1500273411,11,0.004122938530734633,0.0
1500273421,11,0.004107542942494399,0.0
1500273430,11,0.004093784890212133,0.0
1500273440,11,0.004078605858361142,0.0
1500273450,11,0.004063538973032878,0.0
1500273460,11,0.004048582995951417,0.0
1500273470,11,0.004033736707004034,0.0
1500273480,11,0.00401899890390939,0.0
1500273490,11,0.004004368401892974,0.0
1500273500,11,0.003989844033369605,0.0
1500273510,11,0.003975424647632815,0.0
1500273520,11,0.003961109110550955,0.0
1500273529,11,0.003948312993539124,0.0
1500273539,11,0.003934191702432046,0.0
1500273549,11,0.003920171062009979,0.0
1500273559,11,0.00390625,0.0
1500273569,11,0.00389242745930644,0.0
1500273579,11,0.0038787023977433005,0.0
1500273589,11,0.003865073787772312,0.0
1500273599,11,0.003851540616246499,0.0
1500273609,11,0.0038381018841591066,0.0
1500273619,11,0.0038247566063977748,0.0
1500273628,11,0.0038128249566724438,0.0
1500273638,11,0.0037996545768566492,0.0
1500273648,11,0.0037865748709122204,0.0
1500273658,11,0.0037735849056603774,0.0
1500273668,11,0.0037606837606837607,0.0
1500273678,11,0.003747870528109029,0.0
1500273688,11,0.003735144312393888,0.0
1500273698,11,0.003722504230118443,0.0
1500273708,11,0.003709949409780776,0.0
1500273717,11,0.003698722259583053,0.0
1500273727,11,0.003686327077747989,0.0
1500273737,224,0.07481629926519706,3.55
1500273747,1230,0.40945406125166445,20.316666666666666
1500273757,2143,0.7110152621101526,35.53333333333333
1500273767,3076,1.0171957671957672,51.083333333333336
1500273777,4016,1.3236651285431773,66.75
1500273787,4958,1.6287779237844942,82.45
1500273796,5891,1.9295774647887325,94.45
1500273806,6806,2.2220045706823375,92.93333333333334
1500273816,7721,2.5125284738041,92.96666666666667
1500273826,8668,2.8115471942912746,93.2
1500273836,9611,3.1073391529259617,93.25
1500273846,10490,3.38059941991621,92.2
1500273856,11398,3.661419852232573,91.78333333333333
1500273866,12314,3.9430035222542426,91.8
1500273876,13264,4.233641876795404,92.38333333333334
1500273885,14210,4.522597071928708,92.36666666666666
1500273895,15144,4.804568527918781,92.21666666666667
1500273905,16047,5.074952561669829,92.61666666666666
1500273915,16982,5.353720050441362,93.06666666666666
1500273925,17921,5.631992457573853,93.45
1500273935,18851,5.905701754385965,93.11666666666666
1500273945,19762,6.1717676452217365,92.53333333333333
1500273955,20674,6.436488169364882,92.16666666666667
1500273964,21597,6.705060540204905,92.5
1500273974,22497,6.9628597957288765,91.91666666666667
1500273984,22511,6.945695772909596,76.5
1500273994,22511,6.924330975084589,61.0
1500274004,23302,7.145660840233058,59.0
1500274014,24226,7.406297768266585,59.2
1500274024,25119,7.6558975921975,58.7
1500274034,26058,7.9179580674567,59.35
1500274043,26988,8.178181818181818,74.61666666666666
1500274053,27913,8.432930513595165,90.03333333333333
1500274063,28842,8.687349397590362,92.33333333333333
1500274073,29671,8.91021021021021,90.75
1500274083,30624,9.168862275449102,91.75
1500274093,31552,9.418507462686566,91.56666666666666
1500274103,32465,9.662202380952381,91.28333333333333
1500274113,33375,9.903560830860535,91.03333333333333
1500274123,34316,10.152662721893492,91.23333333333333
1500274132,35262,10.404839185600473,93.18333333333334
1500274142,36177,10.64342453662842,92.55
1500274152,37082,10.877676738046349,92.16666666666667
1500274162,38009,11.116993272886809,92.4
1500274172,38913,11.348206474190727,92.3
1500274182,39830,11.581855190462344,91.9
1500274192,40773,11.821687445636416,91.85
1500274202,41698,12.054929170280428,92.01666666666667
1500274211,42624,12.290657439446367,92.36666666666666
1500274221,43546,12.52041403105233,92.28333333333333
1500274231,44466,12.748279816513762,92.55
1500274241,45011,12.867638650657518,86.35
1500274251,45011,12.830957810718358,70.63333333333334
1500274261,45194,12.84650369528141,58.266666666666666
1500274271,46119,13.072278911564625,58.25
1500274281,47050,13.298473713962691,58.4
1500274290,47964,13.522413307020017,58.3
1500274300,48886,13.74360416080967,64.58333333333333
1500274310,49826,13.968601065320998,80.25
1500274320,50744,14.186189544310874,92.5
1500274330,51648,14.398661834402008,92.15
1500274340,52570,14.61495690853489,92.0
1500274350,53507,14.834211255891322,92.38333333333334
1500274360,54422,15.046170859828587,92.26666666666667
1500274369,55333,15.260066188637618,91.78333333333333
1500274379,56314,15.487898789878988,92.83333333333333
1500274389,57213,15.691991223258364,92.75
1500274399,58359,15.962527352297593,96.48333333333333
1500274409,59506,16.231860338243315,99.98333333333333
1500274419,60548,16.471164309031558,102.1
1500274429,61576,16.705371676614217,104.05
1500274439,62602,16.937770562770563,104.8
1500274448,63663,17.182995951417006,107.5
1500274458,64730,17.423956931359353,106.18333333333334
1500274468,65796,17.663355704697988,104.83333333333333
1500274478,66822,17.890763052208836,104.56666666666666
1500274488,67511,18.026969292389854,98.91666666666667
1500274498,67511,17.97896138482024,81.81666666666666
1500274508,67511,17.93120849933599,64.13333333333334
1500274518,68151,18.05324503311258,57.016666666666666
1500274527,69016,18.23890063424947,53.666666666666664
1500274537,69893,18.421982076963626,51.18333333333333
1500274547,70808,18.61409043112513,54.95
1500274557,71749,18.812008390141585,70.63333333333334
1500274567,72677,19.005491631799163,86.1
1500274577,73590,19.194053208137714,90.65
1500274587,74455,19.369146722164412,90.65
1500274597,75388,19.5609756097561,91.58333333333333
1500274606,76266,19.742687030805072,90.96666666666667
1500274616,77165,19.923831655047767,90.26666666666667
1500274626,78074,20.106618593870717,89.95
1500274636,79035,20.301823786283073,90.75
1500274646,79881,20.466564181398923,90.43333333333334
1500274656,80764,20.63991822131357,89.6
1500274666,81671,20.818506245220494,90.08333333333333
1500274676,82484,20.972285786931096,88.65
1500274686,83275,21.11970580776059,86.68333333333334
1500274695,84109,21.28264170040486,84.56666666666666
1500274705,84982,21.44926804644119,85.01666666666667
1500274715,85741,21.586354481369586,82.95
1500274725,86580,21.74284279256655,81.81666666666666
1500274735,87361,21.884018036072145,81.28333333333333
1500274745,88096,22.012993503248374,80.35
1500274755,88963,22.174227318045862,80.9
1500274765,89862,22.342615614122327,81.33333333333333
1500274774,90162,22.367154552220292,73.68333333333334
1500274784,90842,22.480079188319724,71.03333333333333
1500274794,91610,22.61416934090348,70.81666666666666
1500274804,92362,22.74365919724206,71.1
1500274814,93068,22.86121346106608,68.41666666666667
1500274824,93773,22.97794658172017,65.18333333333334
1500274834,94535,23.108042043510146,72.88333333333334
1500274844,95295,23.237015362106803,74.21666666666667
1500274854,95964,23.34322549258088,72.56666666666666
1500274863,96658,23.460679611650484,71.6
1500274873,97371,23.576513317191285,71.71666666666667
1500274883,98063,23.686714975845412,71.5
