# Rate a, "Throughput: book_a"
1.0, 0.8333333333333331
2.0, 1.4285714285714288
3.0, 1.875
4.0, 2.2222222222222223
5.0, 2.500000000000001
6.0, 2.7272727272727275
7.0, 2.9166666666666674
8.0, 3.0769230769230766
9.0, 3.2142857142857135
10.0, 3.3333333333333326
