t,value
1500285334,0
1500285344,2
1500285354,2
1500285364,2
1500285374,2
1500285383,2
1500285393,3
1500285403,3
1500285413,3
1500285423,3
1500285433,3
1500285443,3
1500285453,3
1500285462,3
1500285472,3
1500285482,4
1500285492,4
1500285502,4
1500285512,4
1500285522,4
1500285532,4
1500285542,4
1500285551,4
1500285561,4
1500285571,4
1500285581,4
1500285591,4
1500285601,4
1500285611,4
1500285621,4
1500285631,4
1500285640,4
1500285650,4
1500285660,4
1500285670,4
1500285680,4
1500285690,4
1500285700,4
1500285710,4
1500285719,4
1500285729,4
1500285739,4
1500285749,4
1500285759,4
1500285769,4
1500285779,4
1500285789,4
1500285799,4
1500285808,4
1500285818,4
1500285828,4
1500285838,4
1500285848,4
1500285858,4
1500285868,4
1500285878,4
1500285887,4
1500285897,4
1500285907,4
1500285917,4
1500285927,4
1500285937,4
1500285947,4
1500285957,4
1500285966,4
1500285976,4
1500285986,4
1500285996,4
1500286006,4
1500286016,4
1500286026,4
1500286035,4
1500286045,4
1500286055,4
1500286065,4
1500286075,4
1500286085,4
1500286095,4
1500286105,4
1500286114,4
1500286124,4
1500286134,4
1500286144,4
1500286154,4
1500286164,4
1500286174,4
1500286184,4
1500286193,4
1500286203,4
1500286213,4
1500286223,4
1500286233,4
1500286243,4
1500286253,4
1500286263,4
1500286272,4
1500286282,4
1500286292,4
1500286302,4
1500286312,4
1500286322,4
1500286332,4
1500286341,4
1500286351,4
1500286361,4
1500286371,4
1500286381,4
1500286391,4
1500286401,4
1500286411,4
1500286420,4
1500286430,4
1500286440,4
1500286450,4
1500286460,4
1500286470,4
1500286480,4
1500286489,4
1500286499,4
1500286509,4
1500286519,4
1500286529,4
1500286539,4
1500286549,4
1500286559,4
1500286568,4
1500286578,4
1500286588,4
1500286598,4
1500286608,4
1500286618,4
1500286628,4
1500286638,4
1500286647,4
1500286657,4
1500286667,4
1500286677,4
1500286687,4
1500286697,4
1500286707,4
1500286716,4
1500286726,4
1500286736,4
1500286746,4
1500286756,4
1500286766,4
1500286776,4
1500286786,4
1500286795,4
1500286805,4
1500286815,4
1500286825,4
1500286835,4
1500286845,4
1500286855,4
1500286864,4
1500286874,4
1500286884,4
1500286894,4
1500286904,4
1500286914,4
1500286924,4
