queries,users,throughput
21375,15,93.832
42750,15,97.52799999999999
64125,15,95.56199999999998
85500,15,95.08200000000002
106875,15,86.33000000000001
128250,15,71.462
149625,15,60.70399999999999
171000,15,53.467999999999996
192375,15,45.306000000000004
213750,15,41.379999999999995
