queries,users,throughput
21375,15,97.882
42750,15,101.46400000000001
64125,15,97.66399999999999
85500,15,96.12999999999998
106875,15,84.96
128250,15,72.04
149625,15,61.386
171000,15,53.934000000000005
192375,15,45.513999999999996
213750,15,41.9
