t,value
1500549583,1
1500549593,2
1500549603,3
1500549613,3
1500549623,3
1500549633,3
1500549643,3
1500549653,3
1500549663,3
1500549673,3
1500549683,3
1500549693,3
1500549703,3
1500549713,3
1500549723,3
1500549733,3
1500549743,3
1500549753,3
1500549763,3
1500549773,3
1500549783,14
1500549793,14
1500549803,14
1500549813,14
1500549823,14
1500549833,14
1500549843,14
1500549853,14
1500549863,14
1500549873,14
1500549883,14
1500549893,14
1500549903,14
1500549913,14
1500549923,14
1500549933,14
1500549943,14
1500549953,14
1500549963,14
1500549973,14
1500549983,14
1500549993,14
1500550003,14
1500550013,14
1500550023,14
1500550033,14
1500550043,14
1500550053,14
1500550063,14
1500550073,14
1500550083,14
1500550093,14
1500550103,14
1500550113,14
1500550123,14
1500550133,14
1500550143,14
1500550153,14
1500550163,14
1500550173,14
1500550183,14
1500550193,14
1500550203,14
1500550213,14
1500550223,14
1500550233,14
1500550243,14
1500550253,14
1500550263,14
1500550273,14
1500550283,14
1500550293,14
1500550303,14
1500550313,14
1500550323,14
1500550333,14
1500550343,14
1500550353,14
1500550363,14
1500550373,14
1500550383,14
1500550393,14
1500550403,14
1500550413,14
1500550423,14
1500550433,14
1500550443,14
1500550453,14
1500550463,14
1500550473,14
1500550483,14
1500550493,14
1500550503,14
1500550513,14
1500550523,14
1500550533,14
1500550543,14
1500550553,14
1500550563,14
1500550573,14
1500550583,14
1500550593,14
1500550603,14
1500550613,14
1500550623,14
1500550633,14
1500550643,14
1500550653,14
1500550663,14
1500550673,14
1500550683,14
1500550693,14
1500550703,14
1500550713,14
1500550723,14
1500550733,14
1500550743,14
1500550753,14
1500550763,14
1500550773,14
1500550783,14
1500550793,14
1500550803,14
1500550813,14
1500550823,14
1500550833,14
1500550843,14
1500550853,14
1500550863,14
1500550873,14
1500550883,14
1500550893,14
1500550903,14
1500550913,14
1500550923,14
1500550933,14
1500550943,14
1500550953,14
1500550963,14
1500550973,14
1500550983,14
1500550993,14
1500551003,14
1500551013,14
1500551023,14
1500551033,14
1500551043,14
1500551053,14
1500551063,14
1500551073,14
1500551083,14
1500551093,14
1500551103,14
1500551113,14
1500551123,14
1500551133,14
1500551143,14
1500551153,14
1500551163,14
1500551173,14
1500551183,14
1500551193,14
1500551203,14
1500551213,14
1500551223,14
1500551233,14
1500551243,14
1500551253,14
1500551263,14
1500551273,14
1500551283,14
1500551293,14
1500551303,14
1500551313,14
1500551323,14
1500551333,14
1500551343,14
1500551353,14
1500551363,14
1500551373,14
1500551383,14
1500551393,14
1500551403,14
1500551413,14
1500551423,14
1500551433,14
1500551443,14
1500551453,14
1500551463,14
1500551473,14
1500551483,14
1500551493,14
1500551503,14
1500551513,14
1500551523,14
1500551533,14
1500551543,14
1500551553,14
