t,value
1500221829,0
1500221838,0
1500221848,0
1500221858,0
1500221868,0
1500221878,0
1500221888,0
1500221897,0
1500221907,0
1500221917,0
1500221927,0
1500221937,0
1500221947,0
1500221956,0
1500221966,0
1500221976,11
1500221986,11
1500221996,11
1500222006,11
1500222015,11
1500222025,11
1500222035,11
1500222045,11
1500222055,11
1500222065,11
1500222074,11
1500222084,11
1500222094,11
1500222104,11
1500222114,11
1500222124,11
1500222133,11
1500222143,11
1500222153,11
1500222163,11
1500222173,11
1500222183,11
1500222192,11
1500222202,11
1500222212,11
1500222222,11
1500222232,11
1500222241,11
1500222251,11
1500222261,11
1500222271,11
1500222281,11
1500222291,11
1500222301,11
1500222310,11
1500222320,11
1500222330,11
1500222340,11
1500222350,11
1500222360,11
1500222369,11
1500222379,11
1500222389,11
1500222399,11
1500222409,11
1500222419,11
1500222428,11
1500222438,11
1500222448,11
1500222458,11
1500222468,11
1500222477,11
1500222487,11
1500222497,11
1500222507,11
1500222517,11
1500222527,11
1500222536,11
1500222546,11
1500222556,11
1500222566,11
1500222576,11
1500222586,11
1500222596,11
1500222605,11
1500222615,11
1500222625,11
1500222635,11
1500222645,11
1500222655,11
1500222664,11
1500222674,11
1500222684,11
1500222694,11
1500222704,11
1500222714,11
1500222723,11
1500222733,11
1500222743,11
1500222753,11
1500222763,11
1500222773,11
1500222782,11
1500222792,11
1500222802,11
1500222812,11
1500222822,11
1500222831,11
1500222841,11
1500222851,11
1500222861,11
1500222871,11
1500222881,11
1500222890,11
1500222900,11
1500222910,11
1500222920,11
1500222930,11
1500222940,11
1500222949,11
1500222959,11
1500222969,11
1500222979,11
1500222989,11
1500222999,11
1500223008,11
1500223018,11
1500223028,11
1500223038,11
1500223048,11
1500223057,11
1500223067,11
1500223077,11
1500223087,11
1500223097,11
1500223107,11
1500223116,11
1500223126,11
1500223136,11
1500223146,11
1500223156,11
1500223166,11
1500223175,11
1500223185,11
1500223195,11
1500223205,11
1500223215,11
1500223224,11
1500223234,11
1500223244,11
1500223254,11
1500223264,11
1500223274,11
1500223283,11
1500223293,11
1500223303,11
1500223313,11
1500223323,11
1500223332,11
1500223342,11
1500223352,11
1500223362,11
1500223372,11
1500223381,11
1500223391,11
1500223401,11
1500223411,11
1500223421,11
1500223431,11
1500223440,11
1500223450,11
1500223460,11
1500223470,11
1500223480,11
1500223490,11
1500223499,11
1500223509,11
1500223519,11
1500223529,11
1500223539,11
1500223548,11
1500223558,11
1500223568,11
1500223578,11
1500223588,11
1500223597,11
1500223607,11
1500223617,11
1500223627,11
1500223637,11
1500223647,11
1500223656,11
1500223666,11
1500223676,11
1500223686,11
1500223696,11
1500223706,11
1500223715,11
1500223725,11
1500223735,11
1500223745,11
1500223755,11
1500223764,11
1500223774,11
1500223784,11
1500223794,11
1500223804,11
1500223813,11
1500223823,11
1500223833,11
1500223843,11
1500223853,11
1500223863,11
1500223872,11
1500223882,11
1500223892,11
1500223902,11
1500223912,11
1500223921,11
1500223931,11
1500223941,11
1500223951,11
1500223961,11
1500223971,11
1500223980,11
1500223990,11
1500224000,11
1500224010,11
1500224020,11
1500224029,11
1500224039,11
1500224049,11
1500224059,11
1500224069,11
1500224078,11
1500224088,11
1500224098,11
1500224108,11
1500224118,11
1500224128,11
1500224137,11
1500224147,11
1500224157,11
1500224167,11
1500224177,11
1500224186,11
1500224196,11
1500224206,11
1500224216,11
1500224226,11
1500224236,11
1500224245,11
1500224255,11
1500224265,11
1500224275,11
1500224285,11
1500224294,11
1500224304,11
1500224314,11
1500224324,11
1500224334,11
1500224343,11
1500224353,11
1500224363,11
1500224373,11
1500224383,11
1500224393,11
1500224402,11
1500224412,11
1500224422,11
1500224432,11
1500224442,11
1500224451,11
1500224461,11
1500224471,11
1500224481,11
1500224491,11
1500224501,11
1500224510,11
1500224520,11
1500224530,11
1500224540,11
1500224550,11
1500224559,11
1500224569,11
1500224579,11
1500224589,11
1500224599,11
1500224608,11
1500224618,11
1500224628,11
1500224638,11
1500224648,11
1500224657,11
1500224667,11
1500224677,11
1500224687,11
1500224697,11
1500224707,11
1500224716,11
1500224726,11
1500224736,11
1500224746,11
1500224756,11
1500224765,11
1500224775,11
1500224785,11
1500224795,11
1500224805,11
1500224815,11
1500224824,11
1500224834,11
1500224844,11
1500224854,11
1500224864,11
1500224873,11
1500224883,11
1500224893,11
1500224903,11
1500224913,11
1500224922,11
1500224932,11
1500224942,11
1500224952,11
1500224962,11
1500224971,11
1500224981,11
1500224991,11
1500225001,11
1500225011,11
1500225021,11
1500225030,11
1500225040,11
1500225050,11
1500225060,11
1500225070,11
1500225079,11
1500225089,11
1500225099,11
1500225109,11
1500225119,11
1500225128,11
1500225138,11
1500225148,11
1500225158,11
1500225168,11
1500225177,11
1500225187,11
1500225197,11
1500225207,11
1500225217,11
1500225226,11
1500225236,11
1500225246,11
1500225256,11
1500225266,11
1500225275,11
1500225285,11
1500225295,11
1500225305,11
1500225315,11
1500225324,11
1500225334,11
1500225344,11
1500225354,11
1500225364,11
1500225373,11
1500225383,11
1500225393,11
1500225403,11
1500225413,11
1500225422,11
1500225432,11
1500225442,11
1500225452,11
1500225462,11
1500225471,11
1500225481,11
1500225491,11
1500225501,11
1500225511,11
1500225520,11
1500225530,11
1500225540,11
1500225550,11
1500225560,11
1500225569,11
1500225579,11
1500225589,11
1500225599,11
1500225609,11
1500225618,11
1500225628,11
1500225638,11
1500225648,11
1500225658,11
1500225667,11
1500225677,11
1500225687,11
1500225697,11
1500225707,11
1500225716,11
1500225726,11
1500225736,11
1500225746,11
1500225756,11
1500225765,11
1500225775,11
1500225785,11
1500225795,11
1500225805,11
1500225814,11
1500225824,11
1500225834,11
1500225844,11
1500225854,11
1500225863,11
1500225873,11
1500225883,11
1500225893,11
1500225903,11
1500225912,11
1500225922,11
1500225932,11
1500225942,11
1500225951,11
1500225961,11
1500225971,11
1500225981,11
1500225991,11
1500226001,11
1500226010,11
1500226020,11
1500226030,11
1500226040,11
1500226050,11
1500226059,11
1500226069,11
1500226079,11
1500226089,11
1500226098,11
1500226108,11
1500226118,11
1500226128,11
1500226138,11
1500226147,11
1500226157,11
1500226167,11
1500226177,11
1500226187,11
1500226196,11
1500226206,11
1500226216,11
1500226226,11
1500226236,11
1500226245,11
1500226255,11
1500226265,11
1500226275,11
1500226285,11
1500226294,11
1500226304,11
1500226314,11
1500226324,11
1500226334,11
1500226343,11
1500226353,11
1500226363,11
1500226373,11
1500226382,11
1500226392,11
1500226402,11
1500226412,11
1500226422,11
1500226431,11
1500226441,11
1500226451,11
1500226461,11
1500226471,11
1500226480,11
1500226490,11
1500226500,11
1500226510,11
1500226520,11
1500226529,11
1500226539,11
1500226549,11
1500226559,11
1500226569,11
1500226578,11
1500226588,11
1500226598,11
1500226608,11
1500226618,11
1500226627,11
1500226637,11
1500226647,11
1500226657,11
1500226666,11
1500226676,11
1500226686,11
1500226696,11
1500226706,11
1500226715,11
1500226725,11
1500226735,11
1500226745,11
1500226755,11
1500226764,11
1500226774,11
1500226784,11
1500226794,11
1500226804,11
1500226813,11
1500226823,11
1500226833,11
1500226843,11
1500226852,11
1500226862,11
1500226872,11
1500226882,11
1500226892,11
1500226901,11
1500226911,11
1500226921,11
1500226931,11
1500226941,11
1500226950,11
1500226960,11
1500226970,11
1500226980,11
1500226990,11
1500226999,11
1500227009,11
1500227019,11
1500227029,11
1500227038,11
1500227048,11
1500227058,11
1500227068,11
1500227078,11
1500227087,11
1500227097,11
1500227107,11
1500227117,11
1500227126,11
1500227136,11
1500227146,11
1500227156,11
1500227166,11
1500227176,11
1500227185,11
1500227195,11
1500227205,11
1500227215,11
1500227224,11
1500227234,11
1500227244,11
1500227254,11
1500227264,11
1500227273,11
1500227283,11
1500227293,11
1500227303,11
1500227312,11
1500227322,11
1500227332,11
1500227342,11
1500227352,11
1500227361,11
1500227371,11
1500227381,11
1500227391,11
1500227401,11
1500227410,11
1500227420,11
1500227430,11
1500227440,11
1500227449,11
1500227459,11
1500227469,11
1500227479,11
1500227489,11
1500227498,11
1500227508,11
1500227518,11
1500227528,11
1500227537,11
1500227547,11
1500227557,11
1500227567,11
1500227577,11
1500227586,11
1500227596,11
1500227606,11
1500227616,11
1500227625,11
1500227635,11
1500227645,11
1500227655,11
1500227665,11
1500227674,11
1500227684,11
1500227694,11
1500227704,11
1500227713,11
1500227723,11
1500227733,11
1500227743,11
1500227753,11
1500227762,11
1500227772,11
1500227782,11
1500227792,11
1500227801,11
1500227811,11
1500227821,11
1500227831,11
1500227841,11
1500227850,11
1500227860,11
1500227870,11
1500227880,11
1500227889,11
1500227899,11
1500227909,11
1500227919,11
1500227929,11
1500227938,11
1500227948,11
1500227958,11
1500227968,11
1500227977,11
1500227987,11
1500227997,11
1500228007,11
1500228016,11
1500228026,11
1500228036,11
1500228046,11
1500228056,11
1500228065,11
1500228075,11
1500228085,11
1500228095,11
1500228104,11
1500228114,11
1500228124,11
1500228134,11
1500228144,11
1500228153,11
1500228163,11
1500228173,11
1500228183,11
1500228192,11
1500228202,11
1500228212,11
1500228222,11
1500228231,11
1500228241,11
1500228251,11
1500228261,11
1500228271,11
1500228280,11
1500228290,11
1500228300,11
1500228310,11
1500228319,11
1500228329,11
1500228339,11
1500228349,11
1500228358,11
1500228368,11
1500228378,11
1500228388,11
1500228397,11
1500228407,11
1500228417,11
1500228427,11
1500228436,11
1500228446,11
1500228456,11
1500228466,11
1500228476,11
1500228485,11
1500228495,11
1500228505,11
1500228515,11
1500228524,11
1500228534,11
1500228544,11
1500228554,11
1500228563,11
1500228573,11
1500228583,11
1500228593,11
1500228602,11
