t,value
1500549597,0
1500549607,0
1500549617,0
1500549627,0
1500549637,0
1500549647,0
1500549657,0
1500549667,0
1500549677,0
1500549687,0
1500549697,0
1500549707,0
1500549717,0
1500549727,0
1500549737,0
1500549747,0
1500549757,0
1500549767,0
1500549777,0
1500549787,0
1500549797,0
1500549807,0
1500549817,0
1500549827,0
1500549837,0
1500549847,0
1500549857,0
1500549867,0
1500549877,0
1500549887,0
1500549897,0
1500549907,0
1500549917,0
1500549927,0
1500549937,0
1500549947,0
1500549957,0
1500549967,0
1500549977,0
1500549987,0
1500549997,0
1500550007,0
1500550017,0
1500550027,0
1500550037,0
1500550047,0
1500550057,0
1500550067,0
1500550077,0
1500550087,0
1500550097,0
1500550107,0
1500550117,0
1500550127,0
1500550137,0
1500550147,0
1500550157,0
1500550167,0
1500550177,0
1500550187,0
1500550197,0
1500550207,0
1500550217,0
1500550227,0
1500550237,0
1500550247,0
1500550257,0
1500550267,0
1500550277,0
1500550287,0
1500550297,0
1500550307,0
1500550317,0
1500550327,0
1500550337,0
1500550347,0
1500550357,0
1500550367,0
1500550377,0
1500550387,0
1500550397,0
1500550407,0
1500550417,0
1500550427,0
1500550437,0
1500550447,0
1500550457,0
1500550467,0
1500550477,0
1500550487,0
1500550497,0
1500550507,0
1500550517,0
1500550527,0
1500550537,0
1500550547,0
1500550557,0
1500550567,0
1500550577,0
1500550587,0
1500550597,0
1500550607,0
1500550617,0
1500550627,0
1500550637,0
1500550647,0
1500550657,0
1500550667,0
1500550677,0
1500550687,0
1500550697,0
1500550707,0
1500550717,0
1500550727,0
1500550737,0
1500550747,0
1500550757,0
1500550767,0
1500550777,0
1500550787,0
1500550797,0
1500550807,0
1500550817,0
1500550827,0
1500550837,0
1500550847,0
1500550857,0
1500550867,0
1500550877,0
1500550887,0
1500550897,0
1500550907,0
1500550917,0
1500550927,0
1500550937,0
1500550947,0
1500550957,0
1500550967,0
1500550977,0
1500550987,0
1500550997,0
1500551007,0
1500551017,0
1500551027,0
1500551037,0
1500551047,0
1500551057,0
1500551067,0
1500551077,0
1500551087,0
1500551097,0
1500551107,0
1500551117,0
1500551127,0
1500551137,0
1500551147,0
1500551157,0
1500551167,0
1500551177,0
1500551187,0
1500551197,0
1500551207,0
1500551217,0
1500551227,0
1500551237,0
1500551247,0
1500551257,0
1500551267,0
1500551277,0
1500551287,0
1500551297,0
1500551307,0
1500551317,0
1500551327,0
1500551337,0
1500551347,0
1500551357,0
1500551367,0
1500551377,0
1500551387,0
1500551397,0
1500551407,0
1500551417,0
1500551427,0
1500551437,0
1500551447,0
1500551457,0
1500551467,0
1500551477,0
1500551487,0
1500551497,0
1500551507,0
1500551517,0
1500551527,0
1500551537,0
1500551547,0
1500551557,0
1500551567,0
1500551577,0
1500551587,0
1500551597,0
1500551607,0
1500551617,0
1500551627,0
1500551637,0
1500551647,0
1500551657,0
1500551667,0
1500551677,0
1500551687,0
1500551697,0
1500551707,0
1500551717,0
1500551727,0
1500551737,0
1500551747,0
1500551757,0
1500551767,0
1500551777,0
1500551787,0
1500551797,0
1500551807,0
1500551817,0
1500551827,0
1500551837,0
1500551847,0
1500551857,0
1500551867,0
1500551877,0
